"timestamp","title","price","market","surface","location","remote_support","lighting","advertiser_type","description","no_of_rooms","form_of_property","url","is_for_sale","posting_id"
"2023-09-04","Bliźniak w cichej i spokojniej okolicy Rzeszowa","649000","market,primary","144.39","ul. Krupówka, Przybyszówka, Rzeszów, podkarpackie","null","null","agency","0 ZŁ PROWIZJI | 0 ZŁ PODATKU PCC Dom w zabudowie bliźniaczej w stanie deweloperskim o całkowitej powierzchni 144,39 m2 składający się z:PARTER:- salon z kuchnią - spiżarnia, - łazienka, - przedpokój, - pomieszczenie techniczne. PIĘTRO: - trzy pokoje, - łazienka- garderoba. Wysoki standard wykonania dzięki zastosowaniu najwyższej jakości materiałów budowlanych. Inwestycja znajduje się na osiedlu Projektant, które jest najszybciej rozwijającym się osiedlem w Rzeszowie. Dojazd do centrum miasta zajmuje około 10 minut. Miejsce jest bardzo dobrze skomunikowane. W pobliżu przystanek MPK, MKS i PKS. Dojazd na osiedle drogą asfaltową. W okolicy sklepy, restauracje, przedszkole, plac zabaw, apteka, przychodnia, kościół, fryzjer i inne usługi czyli wszystko co potrzebne jest do wygodnego życia. 
Projekty domów zapewniają wysokie nasłonecznienie, a cicha i spokojna okolica sprawia, że miejsce jest idealne dla osób ceniących sobie komfort i wypoczynek z dala od miejskiego zgiełku. Oferujemy możliwość wykończenia domu pod klucz , przez sprawdzoną firmę.Cena: 649 000 złDo mieszkania należy doliczyć 40 000 zł za dwa miejsca postojowe w garażu podziemnymKupujący zwolniony z podatku 2% PCC.Zapraszam do kontaktu w celu umówienia się na wizytę i zapoznanie z nieruchomością. Kontakt:Portfolio NieruchomościHubert Kędra 724560540Informacja nie stanowi oferty w rozumieniu art. 66 kc. Podane dane mają charakter wyłącznie informacyjny. Wszystkie podane ceny są cenami brutto.","4","pełna własność","https://otodom.pl/pl/oferta/nowoczesna-zabudowa-o-wysokim-standardzie-ID4m5oi","true","4m5oi"
"2023-09-04","Komfortowy segment z ogródkiem i parkingiem","850000","market,secondary","76.02","ul. Kolarska, Stołczyn, Północ, Szczecin, zachodniopomorskie","null","null","agency","Komfortowy segment z ogródkiem i zadaszonym miejscem parkingowym położony w czterolokalowym budynku w dzielnicy Bukowo. Miejsce jest oazą ciszy i spokoju z dogodnym dojazdem do centrum Szczecina i do Polic. W pobliżu Galeria Północ, Netto, przedszkole, przychodnia, komunikacja miejska itp. Mieszkanie jest bezczynszowe.Nieruchomość składa się z parteru i piętra o łącznej powierzchni użytkowej 76,02 m2 oraz poddasza o powierzchni około 30 m2, dodatkowo jest ogródek o powierzchni około 80 m2 i zadaszone miejsce parkingowe przy samym ogródku.Parter:- salon z aneksem kuchennym, jadalnią i wyjściem do ogródka- łazienka z prysznicem- przedsionek szafąPiętro:- trzy sypialnie- łazienka z wanną- korytarzPoddasze Nieruchomość jest spełnieniem marzeń każdego młodego małżeństwa; nowy budynek, ogródek od południowego- zachodu, salon z kominkiem, dwie łazienki, miejsce do zaparkowania auta itp.Mieszkanie nowocześnie wykończone wysokiej klasy materiałami. Ogrzewanie podłogowe na całym parterze i łazience na piętrze. W cenie nieruchomości pozostają wszystkie zabudowy stałe, cała kuchnia. Pozostałe umeblowanie i wyposażenie - do ustalenia. Ogrzewanie i ciepła woda z pieca dwubiegowego.Zapraszam do obejrzenia na żywo. Termin wydania nieruchomości do ustalenia.Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego. Treść ma charakter informacyjny i zalecamy ich osobistą weryfikację.Pośredniczymy w transakcjach obrotu nieruchomościami i pomagamy uzyskać kredyt hipoteczny na terenie całej Polski. Posiadamy 10 oddziałów - w Szczecinie, Warszawie, Poznaniu, Gdańsku, Olsztynie, Rzeszowie, Białymstoku i Lublinie. Nasi agenci bezpłatnie dojeżdżają do Klientów. Jesteś zainteresowany niezobowiązującym spotkaniem? Zadzwoń do nas już dziś.Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","4","pełna własność","https://otodom.pl/pl/oferta/komfortowy-segment-z-ogrodkiem-i-parkingiem-ID4lV0i","true","4lV0i"
"2023-09-04","Ładne M3 w Centrum","389000","market,secondary","53","Śródmieście, Jelenia Góra, dolnośląskie","null","null","agency","Biuro Nieruchomości Perfect ma Państwu do zaoferowania 3-pokojowe mieszkanie w Centrum Jeleniej Góry.W skład powierzchni 53m2 wchodzą:- salon (o pow. 21,10m2) z wyjściem na balkon - dwie odrębne sypialnie (o pow. 9 m2 oraz 8,60m2) - kuchnia z oknem połączona z salonem (o pow. 4,90m2)- łazienka z WC i kabiną prysznicową (o pow. 2,70m2)- przedpokój (o pow. 6,70m2) Do mieszkania przynależą dwa pomieszczenia piwniczne oraz część strychowa (jako część wspólna).Nieruchomość po remoncie, bardzo ładnie i funkcjonalnie urządzona. W przedpokoju obniżono sufit, dzięki czemu uzyskano sporą powierzchnię służącą przechowywaniu  rzeczy. Dodatkowo: schowki i szafy w zabudowie w sypialniach.Instalacje wymienione, okna PCV, ogrzewanie gazowe za pomocą kotła dwufunkcyjnego. Mieszkanie ciepłe, jasne, narożne. W salonie zamontowany klimatyzator, do dwóch pokoi doprowadzona antena satelitarna, internet - światłowód.W cenie pozostaje całość umeblowania widoczna na zdjęciach.Z balkonu piękny widok na Wzgórze Krzywoustego wraz z wieżą widokową ""Grzybek"".Lokal usytuowany na III piętrze III-piętrowej kamienicy. Nad mieszkaniem znajduje się jeszcze strych.Budynek po termomodernizacji, klatka schodowa po remoncie, dach pokryty dachówką, domofon przy drzwiach wejściowych, na zewnątrz budynku - monitoring.Przy budynku: podwórko wraz z miejscami parkingowymi.Czynsz: 375 zł.Bardzo dobra lokalizacja: w pobliżu szkoła, przedszkole, sklepy, przystanki MZK.Polecam i zapraszam na prezentację.  ::oferta eksportowana z programu mediaRent::","3","pełna własność","https://otodom.pl/pl/oferta/ladne-m3-w-centrum-ID4knvP","true","4knvP"
"2023-09-04","Segment 195m2, 4 sypialnie, 3 łazienki, garaż","839000","market,primary","195","Marki, wołomiński, mazowieckie","true","null","developer","Oferujemy Państwu nowe budynki w zabudowie szeregowej w rezydencjonalnej części Marek przy ulicy Weneckiej.
Standard wykończenia deweloperski podwyższony.
W pobliżu inwestycji znajdują się przedszkola, szkoły, sklepy oraz punkty medyczne.
5 minut do węzła Zielonka.

- do przystanku autobusowego około 300 m (linia 140, 738, L40, L45, N61)
- do szkoły około 650 m
- do przedszkola publicznego około 900 m
- do węzła Zielonka trasy S8 około 4200 m
- do sklepu około 300 m

Każdy segment to ~140m2 powierzchni na pierwszych dwóch kondygnacjach oraz ~55 metrów do zagospodarowania na poddaszu oraz przynależny ogródek. 

Parter:
- Hall
- Łazienka z kotłownią
- Kuchnia
- Duży Salon
- Garaż

Piętro:
-  Dwie Łazienki
- Cztery sypialnie!
- Korytarz


Poddasze do zagospodarowania:
- ~74m2 z tego ~55m2 o pełnej wysokości

Budynki wybudowane są z cegły, ocieplone styropianem, tynk zewnętrzny Silikonowo Silikatowy, tynk wewnętrzny gipsowy, stropy betonowe, stolarka okienna PCV trzy szybowa siedmio komorowa, pokrywa dachowa blachodachówka.
Budynek podłączony do wody, kanalizacji miejskiej oraz sieci gazowej.
Wyprowadzona instalacja do lokalnego operatora TV/Internet
Instalacja alarmowa.
Instalacja TV
Nawiewniki w oknach w każdym pomieszczeniu.
Kocioł kondensacyjny z zasobnikiem CWU
Ogrzewanie podłogowe na całym parterze oraz w łazienki na piętrze.
Instalacja do centralnego odkurzacza.
Przed domem kostka brukowa.
Teren ogrodzony.

Nasz firma została założona pod koniec 1990roku od tamtej pory nieprzerwanie jesteśmy związaniu z sektorem budowlanym. Pierwszą inwestycję deweloperską zrealizowaliśmy w latach 2011-20212. Nasze domy charakteryzują się wykorzystaniem materiałów o wysokiej jakości oraz dużym naciskiem na jakość wykonania. Nowoczesnym z zarazem ponadczasowym wyglądem budynków. ","5","null","https://otodom.pl/pl/oferta/segment-195m2-4-sypialnie-3-lazienki-garaz-ID4ichS","true","4ichS"
"2023-09-04","Atrakcyjny lokal mieszkalny - pierwsze piętro","250000","market,secondary","47.9","ul. Pionierska 3, Kętrzyn, kętrzyński, warmińsko-mazurskie","null","null","agency","Na sprzedaż ustawny i słoneczny lokal mieszkalny usytuowany na pierwszym piętrze.  Mieszkanie o bardzo korzystnym układzie, do każdego z pomieszczeń oddzielne wejście. Lokal składa się z przedpokoju, trzech pokoi, kuchni oraz łazienki z WC,  do lokalu przynależy obszerna piwnica. Mieszkanie w dobrym stanie technicznym  ściany oraz sufity wykończone gładzią. Podłogi w pokojach wyłożone parkietem, w przedpokoju i kuchni  terakota. W łazience terakota na posadzce na ścianach glazura. Stolarka okienna wymieniona na PCV. Centralne ogrzewanie - ciepło systemowe, ciepła woda piecyk gazowy - Junkers. Przy budynku rozległy parking na samochody dla mieszkańców tego budynku. Istnieje możliwość zakupu lokalu z pełnym wyposażeniem.","3","spółdzielcze wł. prawo do lokalu","https://www.otodom.pl/pl/oferta/atrakcyjny-lokal-mieszkalny-pierwsze-pietro-ID4lg3R","true","4lg3R"
"2023-09-04","ROZKŁADOWE M z potencjałem INWESTYCYJNYM!","279000","market,secondary","71.09","ul. Ojca Rafała Chylińskiego, Buk, Buk, poznański, wielkopolskie","true","null","agency","Serdecznie zapraszamy do oglądania!
Atrakcyjna cena za rozkładowe 3 pokojowe mieszkanie w Buku. Oddzielna duża kuchnia. Do mieszkania przynależą dwa miejsca postojowe. Mieszkanie z dostępem do prywatnego boksu gospodarczego, suszarni oraz pralni.
Chcesz zamieszkać w doskonale zlokalizowanym Buku?Jeśli tak to mieszkanie jest właśnie dla Ciebie. Nie zwlekaj zadzwoń i umów się na prezentację.
Główne atuty nieruchomości:
• Doskonała komunikacja z stolicą Wielkopolski• Rozkład pomieszczeń• Dogodna lokalizacja: w bliskiej odległości znajdują się szkoła, liczne lokale usługowe oraz dworzec
Nieruchomość złożona z:
• Salonu 17,80 m2• Kuchni 6,00 m2• Komunikacji 4,00 m2• Łazienki 1,60 m2• Pokoju 17,60 m2• Pokoju 15,70 m2• Klatki schodowej 7,00 m2• Skrytki 1,39 m2
Istotne informacje:
• Oferta dostępna wyłącznie w naszym biurze• Pośrednik odpowiedzialny za transakcję Michał Araszkiewicz numer licencji zawodowej: 28474• Bezpłatnie pomagamy w uzyskaniu kredytu hipotecznego• Powyższa oferta ma charakter informacyjny i nie stanowi oferty w rozumieniu art.66 § 1 kodeksu cywilnego oraz innych właściwych przepisów prawnych","3","pełna własność","https://www.otodom.pl/pl/oferta/rozkladowe-m-z-potencjalem-inwestycyjnym-ID4kWUy","true","4kWUy"
"2023-09-04","3-pokojowe mieszkanie przy Stawie Płaszowskim","830000","market,secondary","48.39","ul. Wodna, Płaszów, Podgórze, Kraków, małopolskie","null","null","private","3-pokojowe mieszkanie w trakcie wykończenia o powierzchni 48.39 m2 przy ul. Wodnej.

Mieszkanie znajduje się na 3 piętrze budynku z 2023 roku, na co składa się:
 • salon z otwartą kuchnią, • sypialnia, • pokój,  • łazienka, • balkon, • przedpokój.



Dodatkowo: • mieszkanie dostępne od września,  • klimatyzacja,  • ekspozycja wschodnia, • nowa inwestycja, • ogrzewanie miejskie, ciepła woda z sieci miejskiej, • świetne połączenie z każdą częścią Krakowa (linie tramwajowe i autobusowe).

CENA – 830 000 PLN
+ 35 000 PLN za miejsce postojowe","3","pełna własność","https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-przy-stawie-plaszowskim-ID4m60x","true","4m60x"
"2023-09-04","Os. Skrzetuskiego - Doskonała Propozycja Pod W-wą","800000","market,primary","124.25","Marki, ul. Wołyńska, Marki, wołomiński, mazowieckie","null","null","agency","Nowoczesne Segmenty w Inwestycji Osiedle Skrzetuskiego - Doskonała Propozycja Pod Warszawą

Z dumą prezentujemy inwestycję Osiedle Skrzetuskiego, ekskluzywny kompleks segmentów w położeniu podwarszawskich Marki. To nie tylko atrakcyjna lokalizacja, lecz również innowacyjny projekt, stworzony w odpowiedzi na oczekiwania najbardziej wymagających klientów. W ramach inwestycji powstało 26 segmentów, podzielonych na cztery zespoły budynków w eleganckiej zabudowie szeregowej. Każdy z segmentów oferuje przestronną powierzchnię 124,25 m² oraz trzy kondygnacje.

Cechy kluczowe:

Wyjątkowa lokalizacja w okolicach Marki, blisko strategicznych tras komunikacyjnych
26 segmentów, rozlokowanych w 4 zespołach budynków
Powierzchnia segmentu: 124,25 m², trzy kondygnacje
Indywidualne ogrody do każdego segmentu, zapewniające przestrzeń relaksu i rekreacji
Miejsca parkingowe przed każdym segmentem
Bliskość terenów zielonych dla aktywnego wypoczynku na świeżym powietrzu

Termin zakończenia budowy I etapu: I kwartał 2024 r.

Oferta dotyczy trzypoziomowego segmentu o powierzchni 124,25 m².

Do segmentu przynależy:

Ogród o powierzchni około 88 m²
Zewnętrzne miejsce postojowe

Standard wykończenia:

Solidna konstrukcja murowana z cegły ceramicznej
Ocieplenie ścian styropianem o grubości 15 cm
Tynki zewnętrzne w technologii akrylowo-silikonowej
Podłogi wykonane z trwałego betonu
Dach pokryty blacho-dachówką
Wnętrza wykończone gipsowymi tynkami w technologii maszynowej
Przyłącza do kanalizacji oraz wodociągów miejskich
Poddasze przygotowane: okna dachowe, posadzka, instalacje centralnego ogrzewania i wodne

Wyposażenie segmentu:

Własny piec gazowy dwufunkcyjny z zamkniętą komorą spalania oraz kaloryfery z termostatami
Kompletne instalacje: elektryczna, alarmowa, komputerowa (gniazda rj45), telewizyjna, telefoniczna oraz domofonowa; przystosowane do instalacji kablówki Internet/TV
Instalacje wodno-kanalizacyjna i gazowa do kuchni oraz instalacja elektryczna trójfazowa
Stolarka okienna PCV, parapety z konglomeratu oraz okna dachowe na poddaszu
Drzwi wejściowe o podwyższonej odporności na włamanie, dedykowane do segmentów jednorodzinnych

Więcej informacji oraz szczegóły dotyczące inwestycji znajdziesz na oficjalnej stronie Osiedle Skrzetuskiego . pl.","5","pełna własność","https://www.otodom.pl/pl/oferta/os-skrzetuskiego-doskonala-propozycja-pod-w-wa-ID4kcs4","true","4kcs4"
"2023-09-04","✅Nowa niższ cena! 3 pok., balkon, rej. Karłowicza✅","289900","market,secondary","48.33","rej. Karłowicza, Koszalin, zachodniopomorskie","null","null","agency","
Rozkładowe 3 pokoje, balkon, ciepłociąg, rej. Karłowicza
Klucze w biurze.
W cenie mieszkania zostają meble kuchenne, kuchenka gazowa. W przedpokoju szafka, regał, szafa wolnostojąca. W pokojach stół oraz szafa.
Oddzielna, widna kuchnia, na ścianach glazura, na podłodze terakota,
Łazienka z wanną, na ścianach glazura, na podłodze terakota.
W przedpokoju ściany malowane, na podłodze terakota.
W pokojach ściany malowane+gładź, na podłodze panele.
Do mieszkania przynależy piwnica.
Ciepła woda z ciepłociągu.
Bardzo dobra lokalizacja, w pobliżu pełna infrastruktura: szkoła, przedszkole, sklepy, przychodnia lekarska, apteka, przystanki komunikacji miejskiej.
0% prowizji od Kupujących - jeżeli przy ofercie nie ma takiego zapisu a chciałbyś, żeby tak było na potrzeby branego kredytu - zadzwoń –uzgodnimy szczegóły i dostosujemy ofertę do Twoich potrzeb.
Opis został podany przez Sprzedającego.
BEZPŁATNIE pomagamy przy kredytach - doradca kredytowy - umawianie w biurze.
BEZPŁATNIE sprawdzimy Twoją zdolność kredytową (sprawdzimy BIK) przed ostateczną decyzją o zakupie.
zadzwoń: 94-345-22-75 kom. 661-745-111.
NAJCHĘTNIEJ WYBIERANE BIURO NIERUCHOMOŚCI Z LICENCJĄ
Dołącz do grona zadowolonych Klientów.
opinie/referencje o nas na naszej oficjalnej stronie internetowej
Służymy pomocą przy negocjacji ceny.
Jesteśmy z Państwem podczas całego procesu zakupu - do dnia przekazania kluczy.
Na Państwa rzecz pracują nasi agenci.
Więcej podobnych ofert zobaczysz w naszym biurze nieruchomości przy ul. Zwycięstwa 143 (obok Związkowca) w Koszalinie, oraz na naszej stronie internetowej.
Posiadamy licencje państwowe i ubezpieczenia.
Numer licencji pośrednika odpowiedzialnego zawodowo za wykonanie umowy pośrednictwa: 7090.
Oferty na stronie internetowej nie są ofertami w rozumieniu art. 66 KC oraz mają charakter wyłącznie informacyjny oraz 0 % prowizji od kupującego na potrzeby kredytu.","3","pełna własność","https://www.otodom.pl/pl/oferta/nowa-nizsz-cena-3-pok-balkon-rej-karlowicza-ID4m9Cw","true","4m9Cw"
"2023-09-04","Kilka minut do centrum, odbiór w tym roku, Bk2%","439398","market,primary","42.66","ul. Krańcowa, Główna, Nowe Miasto, Poznań, wielkopolskie","null","null","agency","ZAKUP OD DEWELOPERA, BEZ PODATKU PCC 2% ORAZ BEZ PROWIZJIKONTAKT DO BIURA SPRZEDAŻY: Wojciech Widerski 792-024-451Nasz zespół doradców finansowych bezpłatnie przygotuje dedykowaną ofertę kredytowania zakupu nieruchomości, w oparciu o zasoby wszystkich wiodących banków na rynku. Przedmiotem ogłoszenia jest 1-pokojowe mieszkanie położone na 5. piętrze w inwestycji Osiedle Bliskie Zawady. To wyjątkowy lokal o powierzchni 42,66 m². Cechą inwestycji jest wysoki standard i świetna lokalizacjaInwestycja Osiedle Bliskie Zawady  obejmuje 3 budynki mieszkalne  z  212 mieszkaniami i 2 lokalami użytkowymi wraz z halą garażową.Budynek  A  oddany będzie do dnia 31 sierpnia 2023 roku gdzie  znajdzie się 51 mieszkań i dwa lokale usługowe.Budynek B oddany będzie do dnia 30 września 2023 roku gdzie znajdzie się 90 mieszkańBudynek C oddany będzie do dnia 30 września 2024 roku gdzie znajdzie się 71mieszkańHala garażowa znajdować się będzie pod całą inwestycją i pomieści 318 samochodów  na podwójnych platformach bądź na pojedynczych stanowiskach. Koszt 35 000zł/brutto za miejsce. Zakup miejsc nie jest obligatoryjny natomiast pamiętać trzeba że, w okolicy nie przewidziano zewnętrznych parkingów.W hali przewidziano kilka miejsc na tzw. rowerownie GRATIS!LOKALIZACJA I WIZUALIZACJADoskonała lokalizacja - tuż przy stacji Poznań Wschód, skąd na dobę odjeżdża 55 pociągów w kierunku Dworca Głównego (7 min) , poprzez  stację Poznań Garbary (Stary Rynek 3 min). W ciągu ul. Głównej 4 linie komunikacji miejskiej. Pełna Infrastruktura: szkoła , przychodnia, dyskonty spożywcze (Lidl, Żabki), punkty handlowe i usługowe. Nieopodal park i tereny rekreacyjne Malta. Planowana linia tramwajowa. Dzielnica Zawady przechodzi rewitalizację , sporo nowych inwestycji. Wszystko to sprawia, iż nasza lokalizacja jest wygodna dla każdej grupy klientów.","1","pełna własność","https://www.otodom.pl/pl/oferta/kilka-minut-do-centrum-odbior-w-tym-roku-bk2-ID4lCat","true","4lCat"
"2023-09-04","KREDYTUJEMY Słoneczne Wzgórze M26 B2 52,93m2","280529","market,primary","52.93","ul. Ełcka, Olecko, Olecko, olecki, warmińsko-mazurskie","null","null","developer","Oferta dotyczy mieszkania na nr 26 Etap B2 (52,93m2) w cenie 5300zł/m2
 WRZESIEŃ  2023

Nie dostałeś kredytu w Banku.Przyjdź skredytujemy  Cię sami bez żadnych prowizji i na stałym oprocentowaniu.  Nowa inwestycja Słoneczne Wzgórze ul.Ełcka Olecko  -nowoczesna technologia -duże przestronne balkony ze szklaną balustradą -okna trzyszybowe  w kolorze winchester - cichobieżne windy - komórka lokatorska w cenie mieszkania -osiedle zamknięte -duży zagospodarowany teren -plac zabaw -duże nasłonecznienie  Zapraszam do skorzystania z oferty.  Wszystkie informacje pod tel. 504 919 923  Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu art. 66 Kodeksu Cywilnego Dane w nim zawarte mają jedynie charakter informacyjny i mogą ulec zmianie..","3","pełna własność","https://www.otodom.pl/pl/oferta/kredytujemy-sloneczne-wzgorze-m26-b2-52-93m2-ID4ec9l","true","4ec9l"
"2023-09-04","Mieszkanie w klimacie domu, 8 minut do centrum","965000","market,secondary","94.5","ul. Rogalińska, Chełm, Gdańsk, pomorskie","null","null","agency","Szanowni Klienci,mając na uwadze Państwa cenny czas, komfort i bezpieczeństwo,prosimy o wcześniejszy kontakt telefoniczny lub elektronicznyw celu umówienia prezentacji lub spotkania w biurze. Oferta, którą oglądasz jest dostępna TYLKO U NAS i została dokładnie sprawdzona pod względem formalno-prawnym.Mieszkanie 2 poziomowe od południa!ATUTY:- południowo zachodnia ekspozycja- funkcjonalność i przestrzenność- Przystanek tramwajowy 100m od klatki- szkoła, przedszkole i żłobek tuż obok- dwa poziomy mieszkania- dwa duże balkony od południa - LIDL oraz Netto 250m od mieszkania!LOKALIZACJA:Chełm jest jedną z większych gdańskich dzielnic.W 8 minut do Centrum miasta samochodem. Spora ilość zieleni to idealne warunki do spacerowania z pupilami. Dobrze rozwinięta infrastruktura handlowo-usługowa, liczne sklepy, przedszkola i szkoły gwarantują pełen komfort w codziennym funkcjonowaniu. Wokół liczne tereny zielone oraz ścieżki rowerowe.Zakupy? Lidl oraz Netto po drugiej stronie ulicy! Transport:8 minut autem do centrum Gdańska Aleją Armii KrajowejLinie tramwajowe: 2,3,4,6,7,11 do samego centrum, a także w kierunku ŁostowicMIESZKANIE:Mieszkanie 2 poziomowe znajdujące się na trzecim piętrze w przytulnym budynku o powierzchni użytkowej 94,5m2, po podłodze jest to aż 115m2!Idealne dla rodzin zarówno pod kątem przestrzeni jak i udogodnień komunikacyjnych. Nieruchomość składa się z dwóch poziomówNa poziomie 1 znajdują się:- łazienka z prysznicem i WC- niezależna kuchnia- pokój dzienny- klimatyczna sypialnia Na poziomie 2 znajdują się:- łazienka z wanną i WC- 3 pokoje - garderobaMieszkanie znajduje się na 3 piętrze  w bloku mieszkalnym w dzielnicy Chełm. Ekspozycja mieszkania jest od strony południowo - zachodniej co sprawia, że codziennie towarzyszy słońce na długi czas. Dwa balkony niewspółdzielone z sąsiadami dzięki temu zyskują wartość i w letnie wieczory dają możliwość oglądania zachodów słońca. Dzięki temu, że jest to ostatnie piętro i mieszkanie narożne to we wnętrzu jest cicho i nie czuć obecności innych mieszkańców. Azjatyckie nawiązania wystroju w pokoju dziennym oraz sypialni dają poczucie ciepła tego mieszkania. Niezależna kuchnia to wygoda przyrządzania posiłków i przede wszystkim zapach zostaje tam gdzie powinien. Dwie niezależne łazienki i wybór między wanną, a prysznicem dadzą komfort i poranki bez kłótni o łazienkę!Bezpieczeństwo nieruchomości zapewnione przez system alarmowy zainstalowany wewnątrz mieszkania wraz z czujnikami ruchu i otwarcia okien. Drzwi antywłamaniowe Gerda.Do mieszkania przynależy piwnica o powierzchni 5,6m2.Rowerownia/ wózkarnia na terenie klatki schodowej zamykane na klucz dostępne dla właścicieli mieszkań. Zapraszam na prezentację tego nietuzinkowego mieszkania!Co zyskujesz współpracując z naszym biurem? - oszczędność czasu, opiekę i kompleksowe wsparcie doświadczonego Agenta na każdym etapie transakcji- szeroki wybór ofert dopasowanych do Twoich potrzeb- pewność uzyskania najkorzystniejszej wartości nieruchomości- szybką ocenę zdolności kredytowej i ofertę korzystnego kredytu hipotecznegoskuteczny i nowoczesny marketing Twojej oferty- profesjonalne i bezpłatne doradztwo prawne- bezpieczeństwo transakcji gwarantowane współpracą z czołowym biurem nieruchomości na Pomorzu, które obsługuje zarówno oferty z rynku wtórnego, jak i deweloperskieChcesz poznać więcej szczegółów tej oferty? A może chcesz negocjować cenę?Zadzwoń pod numer 58 558 53 53 lub 784 008 353. Możesz także do nas napisać.W naszej bazie znajdziesz najwięcej aktualnych ofert z Trójmiasta, Kaszub i Kociewia.Serdecznie zapraszamy do naszych oddziałów w Gdańsku, Gdyni, Bytowie, Kościerzynie, Chojnicach i Starogardzie Gdańskim. Pracujemy również w soboty.Zaufaj profesjonalistom i kupuj bezpiecznie!","5","pełna własność","https://www.otodom.pl/pl/oferta/mieszkanie-w-klimacie-domu-8-minut-do-centrum-ID4ltBr","true","4ltBr"
